gene,phenotype,gene_disgenet_class,NPMI,n_g,n_p,n_gp
ULK1,"['C0267952', 'Pancreatic fibrosis', 'OMIM, HPO', 'HP:0100732']",NA,0.2259225890065905,516,889,3.0
AGPAT2,"['C0019209', 'Hepatomegaly', 'HPO', 'HP:0002240']",1.0,0.2259332790048581,168,710,1.0
CTNND1,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",NA,0.22593572881741233,87,7501,4.0
ITPA,"['C3854222', 'Human immunodeficiency virus', 'SNOMEDCT_US', 'NULL']",NA,0.2259366101002877,193,618,1.0
MAPK1,"['C0007131', 'Non-small cell lung cancer', 'HPO', 'HP:0030358']",S,0.22594220791034042,366,1253,3.0
BAMBI,"['C0242379', 'Lung cancer', 'HPO', 'HP:0100526']",NA,0.2259432127895059,41,6804,2.0
GABARAP,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",NA,0.22594607129936742,143,7501,6.0
HPN,"['C0518214', 'Quality of life', 'SNOMEDCT_US', 'NULL']",NA,0.22595993246127707,27,4416,1.0
MTHFR,"['C0149931', 'Migraine', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0002076']",NA,0.22597158180954402,286,975,2.0
TUBB3,"['C3714552', 'Generalized weakness', 'OMIM, HPO', 'HP:0003324']",NA,0.2259727077119348,73,1633,1.0
NMS,"['C0011175', 'Dehydration', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001944']",NA,0.2259749297462645,135,883,1.0
CHD7,"['C0017638', 'Glioma', 'HPO', 'HP:0009733']",NA,0.2259777073940315,50,2384,1.0
SERPINA3,"['C0017638', 'Glioma', 'HPO', 'HP:0009733']",NA,0.2259777073940315,50,2384,1.0
ULK1,"['C0038012', 'Inflammatory spondylopathies (finding)', 'SNOMEDCT_US', 'NULL']",NA,0.22597992959613503,516,231,1.0
BRD4,"['C0038012', 'Inflammatory spondylopathies (finding)', 'SNOMEDCT_US', 'NULL']",NA,0.22597992959613503,516,231,1.0
LMNA,"['C0020175', 'Feeding drive', 'SNOMEDCT_US', 'NULL']",1.0,0.22598492982353793,369,323,1.0
HEXB,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
BATF3,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
CSF2RA,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
SUCLG1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
COQ2,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
LIG1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
TRMT10C,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
FCHO1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
SNX14,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
MFSD2A,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22600326722160263,7,17022,1.0
RPAP3,"['C0042769', 'Disease caused by virus', 'SNOMEDCT_US', 'NULL']",NA,0.22601042137388336,39,7146,2.0
MMP13,"['C0342257', 'Complication due to diabetes mellitus', 'SNOMEDCT_US', 'NULL']",NA,0.22601549497530096,158,754,1.0
PIK3CG,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",NA,0.2260299488685328,18,6617,1.0
MECP2,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",NA,0.2260299488685328,18,6617,1.0
RAF1,"['C0878544', 'Disease of the heart muscle', 'HPO', 'HP:0001638']",NA,0.22603828908839282,53,2247,1.0
ELN,"['C0024117', 'Chronic obstructive pulmonary disease', 'OMIM, HPO, SNOMEDCT_US', 'HP:0006510']",NA,0.2260449620206649,131,909,1.0
GAL,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.22604885487504037,122,976,1.0
MUTYH,"['C0020179', 'Chronic progressive chorea', 'SNOMEDCT_US', 'NULL']",NA,0.22605107946600653,289,412,1.0
WLS,"['C0021390', 'Inflammatory bowel disease', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002037']",NA,0.22606943519353703,35,3401,1.0
HLA-G,"['C0036421', 'PSS - Progressive systemic sclerosis', 'SNOMEDCT_US', 'NULL']",NA,0.22606943519353703,133,895,1.0
TRPC6,"['C0015397', 'Eye disease', 'HPO', 'HP:0000478']",NA,0.22608890895094216,350,340,1.0
LTA,"['C4317146', 'Gastroesophageal reflux', 'OMIM, HPO', 'HP:0002020']",S,0.22612341938484357,258,461,1.0
PTPN11,"['C0006118', 'Brain neoplasm', 'HPO', 'HP:0030692']",NA,0.22612341938484357,129,922,1.0
PSMB8,"['C0848332', 'Spots', 'SNOMEDCT_US', 'NULL']",NA,0.22613566934708,62,1918,1.0
SIRT2,"['C4721610', 'Ovarian carcinoma', 'HPO', 'HP:0025318']",S,0.22615126348622633,386,308,1.0
PPID,"['C0524620', 'Dysmetabolic Syndrome X', 'MSH', 'NULL']",1.0,0.22615774752017498,128,3572,3.0
COPA,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.22615850974279667,54,5150,2.0
CTHRC1,"['C0019163', 'Hepatitis B', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.22616686129847108,60,1981,1.0
A2M,"['C0002395', 'Alzheimer disease', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002511']",S,0.22617020416485303,62,1917,1.0
BRD3,"['C0002395', 'Alzheimer disease', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002511']",NA,0.22617020416485303,62,1917,1.0
GCA,"['C0836924', 'Increased number of platelets in blood', 'HPO', 'HP:0001894']",NA,0.22617521878085475,417,285,1.0
TMEM41B,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.22618153207945116,453,76164,102.0
RIPK2,"['C0026769', 'DS - Disseminated sclerosis', 'SNOMEDCT_US', 'NULL']",S,0.22618546888070143,243,1144,2.0
LMNA,"['C0020619', 'Decreased activity of gonads', 'HPO', 'HP:0000135']",1.0,0.2261902649076841,369,322,1.0
ARCN1,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.22619399457921638,6,76164,3.0
ILF2,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.22619399457921638,6,76164,3.0
STX7,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.22619399457921638,6,76164,3.0
APOE,"['C0008350', 'Cholelithiasis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001081']",NA,0.22620618277214746,443,2915,7.0
HTRA1,"['C0032914', 'Preeclampsia', 'HPO', 'HP:0100602']",S,0.22621367679110946,147,808,1.0
EPO,"['C0018552', 'Hamartoma', 'HPO', 'HP:0010566']",NA,0.22621869470032588,671,177,1.0
TFPI,"['C1397014', 'Imbalance', 'OMIM, HPO', 'HP:0002172']",NA,0.22623841914175186,85,3268,2.0
ACE2,"['C0151746', 'Abnormal kidney function', 'HPO', 'HP:0012211']",S,0.22624713670368987,9132,13,1.0
AQP2,"['C0376618', 'Endotoxemia', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.2262515993030297,118,1006,1.0
FOXO3,"['C0376618', 'Endotoxemia', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.2262515993030297,118,1006,1.0
HPX,"['C0002878', 'Increased hemolysis', 'HPO', 'HP:0001878']",NA,0.226256620086785,217,547,1.0
BRD4,"['C0003872', 'Arthritis, Psoriatic', 'MSH', 'NULL']",NA,0.2262672207694291,516,230,1.0
TLR1,"['C3854222', 'Human immunodeficiency virus', 'SNOMEDCT_US', 'NULL']",NA,0.22628061353144843,192,618,1.0
TPX2,"['C0281361', 'Pancreatic adenocarcinoma', 'HPO, PPTO', 'HP:0006725']",NA,0.22629233442054064,55,2157,1.0
CENPM,"['C0281361', 'Pancreatic adenocarcinoma', 'HPO, PPTO', 'HP:0006725']",NA,0.22629233442054064,55,2157,1.0
SIRT1,"['C4020732', 'Mitochondrial abnormalities', 'HPO', 'HP:0012103']",S,0.2262928926098665,2579,46,1.0
MAL,"['C0439857', 'Dependence', 'SNOMEDCT_US', 'NULL']",NA,0.22630796550047438,83,1429,1.0
COL6A3,"['C0007102', 'Colon cancer', 'HPO', 'HP:0003003']",NA,0.22632304182270413,35,3388,1.0
HCK,"['C0007102', 'Colon cancer', 'HPO', 'HP:0003003']",NA,0.22632304182270413,35,3388,1.0
PLAUR,"['C0009319', 'Colitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0002583']",S,0.2263245816825712,73,8892,4.0
CD68,"['C0949690', 'Arthritis of spine', 'SNOMEDCT_US', 'NULL']",S,0.22633421168215187,1140,104,1.0
COMT,"['C0030567', 'Idiopathic Parkinson Disease', 'MSH', 'NULL']",NA,0.2263519486913257,213,1302,2.0
SERPINA12,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",NA,0.22635376347093733,5,23705,1.0
C1QTNF6,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",NA,0.22635376347093733,5,23705,1.0
PHIP,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",NA,0.22635376347093733,5,23705,1.0
ATF3,"['C0243026', 'Sepsis', 'MSH, SNOMEDCT_US, HPO, OMIM', 'HP:0100806']",S,0.2263660561220918,297,399,1.0
S100A7,"['C0010346', 'Granulomatous enteritis and colitis', 'HPO', 'HP:0100280']",NA,0.22636996789877595,46,2576,1.0
LRP1,"['C0018681', 'Headache', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002315']",NA,0.22638348984145412,126,2200,2.0
AMBP,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.22639567961005955,23,5150,1.0
DMBT1,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.22639567961005955,23,5150,1.0
CD40,"['C0920350', 'Autoimmune thyroiditis', 'OMIM, SNOMEDCT_US', 'NULL']",NA,0.22641133510613207,918,129,1.0
JAK3,"['C0002170', 'Alopecia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001596']",NA,0.22642307915756968,183,647,1.0
MSN,"['C0678236', 'Rare Diseases', 'MSH', 'NULL']",NA,0.22642867229514343,91,1301,1.0
MEN1,"['C0392525', 'Kidney stones', 'OMIM, HPO', 'HP:0000787']",NA,0.22644310670560386,511,542,2.0
ITPA,"['C0019196', 'Hepatitis C', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.22644486091823018,193,1435,2.0
LATS1,"['C1621958', 'Glioblastoma', 'HPO', 'HP:0012174']",NA,0.22647773136415456,249,1828,3.0
AGPAT2,"['C0541794', 'Amyotrophy', 'HPO', 'HP:0003202']",1.0,0.22649526691738706,168,704,1.0
RETN,"['C0010340', 'Critical Illness', 'MSH', 'NULL']",NA,0.22650198606016375,27,4380,1.0
SERPINE1,"['C0600260', 'Obstructive lung disease', 'HPO, OMIM', 'HP:0006536']",NA,0.2265075858666513,125,946,1.0
CXCL8,"['C1800706', 'Usual interstitial pneumonia', 'SNOMEDCT_US, HPO', 'HP:0031950']",1.0,0.22651882878520824,795,348,2.0
CD81,"['C0019196', 'Hepatitis C', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.22652120564571593,317,1435,3.0
SGK1,"['C0034069', 'Pulmonary fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002206']",NA,0.22653137352825453,139,1990,2.0
PGC,"['C0017547', 'Genetic giant', 'SNOMEDCT_US', 'NULL']",NA,0.2265322306423652,99,1194,1.0
PRKN,"['C0524851', 'Neurodegenerative disease', 'HPO', 'HP:0002180']",NA,0.22654231524020377,49,2412,1.0
GDNF,"['PPTO', '\tPain', 'PPTO', 'NULL']",NA,0.22654659988682735,503,24364,44.0
OGT,"['C4021734', 'Abnormality of mitochondrial metabolism', 'HPO', 'HP:0003287']",NA,0.22655728504347256,415,2050,5.0
SLIT2,"['C0027769', 'Nervous tension', 'SNOMEDCT_US', 'NULL']",NA,0.22657730663327985,31,8917,2.0
LPA,"['C0002736', 'Amyotrophic lateral sclerosis', 'OMIM, HPO, SNOMEDCT_US', 'HP:0007354']",NA,0.22657762343169818,375,315,1.0
LPA,"['C0021167', 'Incontinence', 'OMIM, SNOMEDCT_US', 'NULL']",NA,0.22657762343169818,375,315,1.0
GDF15,"['C0000786', 'Miscarriage', 'HPO, MSH', 'HP:0005268']",NA,0.22662136443478878,327,361,1.0
RRM1,"['C0013203', 'Drug resistance', 'HPO', 'HP:0020174']",NA,0.2266275353630462,46,2566,1.0
IGF1,"['C0151686', 'Growth retardation', 'HPO', 'HP:0001510']",NA,0.2266381955937801,279,423,1.0
ASPH,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.2266455772090381,123,37835,20.0
ENG,"['C0002940', 'Aneurysm', 'HPO', 'HP:0002617']",NA,0.22664773514981876,40,2950,1.0
IL6,"['C0270500', 'Coprophilia', 'SNOMEDCT_US', 'NULL']",1.0,0.22664829634297282,1873,63,1.0
HMOX1,"['C0232370', 'Plethora', 'HPO', 'HP:0001050']",1.0,0.22665222482822173,172,686,1.0
CAST,"['C0009443', '(Acute nasopharyngitis or rhinitis) or (common cold)', 'SNOMEDCT_US', 'NULL']",NA,0.2266555922867946,31,3806,1.0
SLC35A3,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.22665870824704806,12,37835,3.0
EIF3A,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.22665870824704806,12,37835,3.0
TM6SF2,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",NA,0.22666147046021293,105,8091,5.0
TRPC6,"['C0178664', 'Glomerulosclerosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000096']",NA,0.2266758006351208,350,337,1.0
MMP2,"['C0013295', 'Duodenal ulcer', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002588']",NA,0.22667916929281925,641,184,1.0
CD38,"['C0392674', 'Exhaustion', 'OMIM, SNOMEDCT_US', 'NULL']",S,0.22668466700385423,383,1185,3.0
FGF21,"['C1257763', 'Disorder of hyperalimentation', 'SNOMEDCT_US', 'NULL']",1.0,0.22669088933011705,2905,95,2.0
SDHB,"['C0014175', 'Endometriosis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0030127']",NA,0.22670275469613935,167,706,1.0
HSD11B1,"['C0524620', 'Dysmetabolic Syndrome X', 'MSH', 'NULL']",NA,0.22671735939469506,33,3572,1.0
RUNX3,"['C0024623', 'Gastric cancer', 'HPO', 'HP:0012126']",NA,0.22672233331183697,50,5517,2.0
CST3,"['C0011849', 'Diabetes mellitus', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000819']",NA,0.22675444733270117,17,6930,1.0
MTNR1A,"['C0011849', 'Diabetes mellitus', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000819']",NA,0.22675444733270117,17,6930,1.0
ACP1,"['C0011849', 'Diabetes mellitus', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000819']",NA,0.22675444733270117,17,6930,1.0
ALB,"['C1704436', 'Peripheral Arterial Diseases', 'MSH', 'NULL']",1.0,0.22675444733270117,462,255,1.0
APP,"['C0085400', 'Neurofibrillary tangles composed of disordered microtubules in neurons', 'HPO', 'HP:0002185']",NA,0.22675444733270117,770,153,1.0
PARP1,"['C0920646', 'Ischemia of kidney', 'SNOMEDCT_US', 'NULL']",NA,0.22676006852973174,950,124,1.0
WDR5,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
MDM4,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
FIP1L1,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
PIK3CG,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
DMC1,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
C12orf42,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
AP3B1,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.2267645658309375,18,6544,1.0
TAT,"['C0020517', 'Allergy', 'HPO', 'HP:0012393']",NA,0.2267675997722836,272,2372,4.0
ABHD6,"['C0025517', 'Disorder of metabolism NOS (disorder)', 'SNOMEDCT_US', 'NULL']",NA,0.22677216975095688,76,3627,2.0
PTPN22,"['C0002170', 'Alopecia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001596']",1.0,0.22678593218368243,182,647,1.0
ESD,"['C0007137', 'Squamous cell carcinoma', 'HPO', 'HP:0002860']",NA,0.226786655230653,1207,2269,13.0
LPA,"['C0022575', 'Dry eyes', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001097']",NA,0.22678818167453052,375,314,1.0
NLRP3,"['C4021734', 'Abnormality of mitochondrial metabolism', 'HPO', 'HP:0003287']",1.0,0.2267894630311475,8544,2050,59.0
CD34,"['C0342784', ""Pearson's marrow-pancreas syndrome"", 'MSH', 'NULL']",NA,0.22678986884281502,2403,49,1.0
TYMS,"['C0442874', 'Neuropathy', 'OMIM, SNOMEDCT_US, HPO', 'HP:0009830']",S,0.22679155605408635,48,2453,1.0
FASN,"['C3694279', 'MERS (Middle East Respiratory Syndrome)', 'MSH', 'NULL']",NA,0.22679493060559822,279,422,1.0
DSG1,"['C0001807', 'Aggression', 'HPO', 'HP:0000718']",NA,0.22680505529204542,72,1635,1.0
EPAS1,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",S,0.2268286522861234,23,28028,4.0
PIP,"['C0029456', 'Osteoporosis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0000939']",NA,0.2268298110444236,73,1612,1.0
TMEM204,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.22683489846138885,9,167631,8.0
BMP8B,"['C1397014', 'Imbalance', 'OMIM, HPO', 'HP:0002172']",NA,0.22684556952492674,36,3268,1.0
SP2,"['C0003864', 'Arthritis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001369']",NA,0.22684875602042515,38,7246,2.0
BTLA,"['C0010823', 'CMV - Cytomegalovirus infection', 'SNOMEDCT_US', 'NULL']",NA,0.22685007263679674,136,865,1.0
S100A1,"['C0024115', 'Lung disease', 'HPO', 'HP:0002088']",NA,0.22685457605490716,32,3676,1.0
NFKB1,"['C0398686', 'Primary Immune Deficiency', 'MSH', 'NULL']",1.0,0.22687540834838218,145,811,1.0
ADA,"['C0149778', 'Soft Tissue Infection', 'MSH', 'NULL']",NA,0.22687597147430713,834,141,1.0
MITF,"['C0007134', 'Cancer starting in small tubes in kidneys', 'HPO', 'HP:0005584']",NA,0.22688836145635372,91,1292,1.0
VDR,"['C0023646', 'LP - Lichen planus', 'SNOMEDCT_US', 'NULL']",S,0.22688836145635372,1729,68,1.0
TRPC6,"['C3839736', 'Sensitization', 'SNOMEDCT_US', 'NULL']",NA,0.22689031028145054,350,1293,3.0
MON1B,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.22689092089759752,40,167631,27.0
ROS1,"['C0549473', 'Thyroid carcinoma', 'HPO', 'HP:0002890']",NA,0.22691202149766262,230,511,1.0
VWF,"['C0040034', 'Thrombocytopenia', 'MSH, SNOMEDCT_US, HPO', 'HP:0001873']",NA,0.22691625013418038,310,2077,4.0
GBA,"['C0017178', 'Gastrointestinal disease', 'HPO', 'HP:0011024']",NA,0.2269266724273841,102,1152,1.0
DDIT3,"['C0009324', 'Colitis ulcerosa', 'HPO', 'HP:0100279']",NA,0.2269266724273841,54,2176,1.0
HSPB1,"['C0027746', 'Neurodegeneration', 'HPO', 'HP:0002180']",NA,0.2269266724273841,96,1224,1.0
KRAS,"['C0007131', 'Non-small cell lung cancer', 'HPO', 'HP:0030358']",1.0,0.22693265454846745,7873,1253,37.0
COL6A1,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.22693301210242964,34,18933,4.0
PRDM9,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.22693301210242964,34,18933,4.0
S100A7,"['C0003873', 'Rheumatoid arthritis', 'SNOMEDCT_US, HPO, OMIM', 'HP:0001370']",NA,0.22693794457944955,46,2554,1.0
PNP,"['C0020649', 'Arterial hypotension', 'HPO', 'HP:0002615']",NA,0.22694019924013237,110,1068,1.0
ALK,"['C0015645', 'Fasciitis', 'MSH, HPO, SNOMEDCT_US', 'HP:0100537']",NA,0.22694019924013237,979,120,1.0
IL4,"['C0011603', 'Dermatitis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0011123']",NA,0.22694132652189752,241,1141,2.0
CSF1,"['C0027059', 'Inflammation of heart muscle', 'HPO', 'HP:0012819']",NA,0.22695630457149665,218,2074,3.0
DMD,"['C3714552', 'Generalized weakness', 'OMIM, HPO', 'HP:0003324']",NA,0.2269692673742024,394,1633,4.0
UQCRC1,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.2269708640722368,16,17179,2.0
EPO,"['C0018378', 'Guillain-Barre Syndrome', 'MSH', 'NULL']",NA,0.22697120861160933,671,175,1.0
XPO1,"['C0019829', 'Hodgkin disease', 'HPO', 'HP:0012189']",NA,0.22697177255279347,164,716,1.0
CD68,"['C0003507', 'Narrowing of aortic valve', 'HPO', 'HP:0001650']",S,0.2269740283655572,1140,103,1.0
GDF15,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.2269813796571689,327,3909,7.0
GALNT7,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.22698248834788476,9,13045,1.0
OSCAR,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.22698248834788476,9,13045,1.0
DUSP4,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.22698248834788476,9,13045,1.0
SRGN,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.22698248834788476,9,13045,1.0
FBXO28,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.22698248834788476,9,13045,1.0
LBP,"['C0311468', 'High blood bilirubin levels', 'HPO', 'HP:0002904']",NA,0.22699182568533555,919,299,2.0
ADA2,"['C0019247', 'Genetic Diseases', 'MSH', 'NULL']",NA,0.22700066681776945,174,1579,2.0
ALB,"['C0006625', 'Cachexia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0004326']",1.0,0.22700304631457682,462,1392,4.0
GPR55,"['C0007114', 'Skin cancer', 'HPO', 'HP:0008069']",NA,0.22700392514155668,241,487,1.0
DNMT3A,"['C0152013', 'Lung adenocarcinoma', 'HPO', 'HP:0030078']",NA,0.2270122883048381,268,1025,2.0
ROS1,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.22701627407470715,230,6544,8.0
ACR,"['C0033036', 'Ectopic supraventricular rhythms', 'HPO', 'HP:0006699']",NA,0.22703153030309667,648,697,3.0
CLN3,"['C0035309', 'Noninflammatory retina disease', 'HPO', 'HP:0000488']",NA,0.2270332709512776,79,1485,1.0
CRP,"['C0019212', 'HRF - Hepatorenal failure', 'SNOMEDCT_US', 'NULL']",1.0,0.22703672748010165,6493,99,4.0
CD19,"['C0024790', 'Paroxysmal nocturnal hemoglobinuria', 'SNOMEDCT_US, HPO', 'HP:0004818']",S,0.22704060943613935,1318,89,1.0
CD19,"['C0002875', 'Anemia, Erythroblastic', 'MSH', 'NULL']",S,0.22704060943613935,1318,89,1.0
BID,"['C1704436', 'Peripheral Arterial Diseases', 'MSH', 'NULL']",NA,0.2270417385059952,460,255,1.0
BID,"['C0020557', 'Hypertriglyceridemia', 'MSH, HPO, SNOMEDCT_US', 'HP:0002155']",NA,0.2270417385059952,460,255,1.0
ALDH2,"['C0085762', 'AA - Alcohol abuse', 'SNOMEDCT_US', 'NULL']",S,0.22705857403083796,635,711,3.0
MIA,"['C0575081', 'Abnormal gait', 'HPO', 'HP:0001288']",NA,0.22706432394672538,1430,82,1.0
CD40,"['C0024121', 'Lung tumor', 'HPO', 'HP:0100526']",NA,0.22706739052640146,918,299,2.0
ELN,"['C0036421', 'PSS - Progressive systemic sclerosis', 'SNOMEDCT_US', 'NULL']",NA,0.2270727954733456,131,895,1.0
PDCD1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.22707617287614218,75,17022,7.0
PSMB8,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.22707914020145967,62,28028,9.0
CBL,"['C0079731', 'B cell lymphoma', 'HPO', 'HP:0012191']",NA,0.22708974177854233,119,985,1.0
SCD,"['C0026266', 'Mitral incompetence', 'HPO', 'HP:0001653']",NA,0.22709369654049988,1196,98,1.0
SCD,"['C2931788', 'Atypical Hemolytic Uremic Syndrome', 'MSH', 'NULL']",NA,0.22709369654049988,1196,98,1.0
FBN1,"['C0002940', 'Aneurysm', 'HPO', 'HP:0002617']",NA,0.22710077645044452,93,2950,2.0
GCA,"['C0877564', 'Lymphohistiocytosis', 'OMIM', 'NULL']",NA,0.2271112133258822,417,281,1.0
AIP,"['C0014179', 'Endometrial inflammation.', 'HPO', 'HP:0025636']",NA,0.22711342682861918,2110,130,2.0
HDAC2,"['C0026850', 'Muscular dystrophy', 'OMIM, SNOMEDCT_US, HPO', 'HP:0003560']",NA,0.22712647365713334,355,330,1.0
LPL,"['C0028064', 'Neuronal cholesterol lipidosis', 'SNOMEDCT_US', 'NULL']",1.0,0.22714512995013714,3003,39,1.0
MGMT,"['C0025149', 'Medulloblastoma', 'HPO', 'HP:0002885']",NA,0.22714908802142003,239,490,1.0
NHS,"['C0162871', 'Abdominal aortic aneurysm', 'SNOMEDCT_US, HPO', 'HP:0005112']",NA,0.22715700487379112,952,123,1.0
TGFBR2,"['C4317146', 'Gastroesophageal reflux', 'OMIM, HPO', 'HP:0002020']",NA,0.22715813592996908,254,461,1.0
DPP4,"['C0021831', 'Enteropathy', 'OMIM, HPO, SNOMEDCT_US', 'HP:0002242']",1.0,0.22715848089929422,942,291,2.0
PRSS1,"['C1258215', 'Gastrointestinal atony', 'HPO', 'HP:0002595']",1.0,0.22715876765945966,1118,574,4.0
BCR,"['C0026987', 'Myelofibrosis', 'HPO', 'HP:0011974']",NA,0.22717171011117082,509,230,1.0
PRSS1,"['C0007102', 'Colon cancer', 'HPO', 'HP:0003003']",1.0,0.22717781391378428,1118,3388,17.0
ASIC1,"['C0027765', 'Disease of nervous system (disorder)', 'SNOMEDCT_US', 'NULL']",NA,0.2271886817514958,112,1045,1.0
HTT,"['C0949664', 'Tauopathies', 'MSH', 'NULL']",NA,0.2271886817514958,1232,95,1.0
HMGB1,"['C0376618', 'Endotoxemia', 'MSH, SNOMEDCT_US', 'NULL']",1.0,0.22718868940000211,6945,1006,28.0
